Time [ms],CPU usage [%],GC activity [%],Size [B],Used [B]
"10:32:22.257 PM, Apr 22, 2015",87.7,0.7,8565817344,3791688760
"10:32:23.257 PM, Apr 22, 2015",96,1.8,8589934592,3549318096
"10:32:24.257 PM, Apr 22, 2015",100,1,8589934592,3163608952
"10:32:25.257 PM, Apr 22, 2015",96.9,0.1,8571584512,2810528424
"10:32:26.257 PM, Apr 22, 2015",97.4,0.1,8588361728,2047962528
"10:32:27.257 PM, Apr 22, 2015",77,0,8588361728,4091531760
"10:32:28.257 PM, Apr 22, 2015",97.2,2.2,8589934592,3747811208
"10:32:29.257 PM, Apr 22, 2015",96.3,2,8589934592,3308586408
"10:32:30.258 PM, Apr 22, 2015",95.7,0.2,8568438784,3124355184
"10:32:31.258 PM, Apr 22, 2015",97.4,0.2,8588361728,2532785608
"10:32:32.258 PM, Apr 22, 2015",85.2,1.4,8589934592,1982274376
"10:32:33.258 PM, Apr 22, 2015",97.1,0,8589934592,4112926112
"10:32:34.258 PM, Apr 22, 2015",97.8,2,8586264576,3695916304
"10:32:35.258 PM, Apr 22, 2015",95.8,0.2,8564244480,3494993368
"10:32:36.258 PM, Apr 22, 2015",97.2,0.1,8589934592,2993342336
"10:32:37.258 PM, Apr 22, 2015",71.2,0,8589934592,4385485808
"10:32:38.258 PM, Apr 22, 2015",97.4,1.1,8589934592,4252304752
"10:32:39.259 PM, Apr 22, 2015",97.2,2,8589934592,3719575928
"10:32:40.259 PM, Apr 22, 2015",96.3,0.3,8576303104,3528917792
"10:32:41.259 PM, Apr 22, 2015",97.2,0.2,8585740288,3189157816
"10:32:42.259 PM, Apr 22, 2015",96.8,0.2,8571060224,2382038440
"10:32:43.259 PM, Apr 22, 2015",79,0,8571060224,4621052728
"10:32:44.259 PM, Apr 22, 2015",96,1.9,8589934592,4281148128
"10:32:45.259 PM, Apr 22, 2015",96,2,8589934592,3742072856
"10:32:46.259 PM, Apr 22, 2015",96.9,0.3,8581021696,3471899384
"10:32:47.270 PM, Apr 22, 2015",96.8,0.2,8589934592,2770493976
"10:32:48.259 PM, Apr 22, 2015",65.6,0,8589934592,4321673024
"10:32:49.260 PM, Apr 22, 2015",97.1,1.5,8589934592,4142483848
"10:32:50.260 PM, Apr 22, 2015",100,2.1,8589934592,3558659128
"10:32:51.260 PM, Apr 22, 2015",97.5,0.2,8564244480,3332709664
"10:32:52.260 PM, Apr 22, 2015",97.2,0.3,8589934592,2877436592
"10:32:53.260 PM, Apr 22, 2015",78.2,0,8589934592,4271328048
"10:32:54.260 PM, Apr 22, 2015",86.4,1.3,8589934592,3914220128
"10:32:55.260 PM, Apr 22, 2015",96.9,2,8584691712,3466385320
"10:32:56.260 PM, Apr 22, 2015",97.4,0.3,8573157376,3262054264
"10:32:57.260 PM, Apr 22, 2015",97.2,0.4,8572108800,2916176920
"10:32:58.261 PM, Apr 22, 2015",98.3,0,8572108800,4736892160
"10:32:59.261 PM, Apr 22, 2015",76.5,0.5,8561623040,4043237888
"10:33:00.261 PM, Apr 22, 2015",95.2,1.9,8589934592,3741519456
"10:33:01.261 PM, Apr 22, 2015",96.7,1.3,8589934592,3386826680
"10:33:02.261 PM, Apr 22, 2015",96.5,0.3,8573157376,3150158608
"10:33:03.261 PM, Apr 22, 2015",98.3,0,8573157376,5116191496
"10:33:04.261 PM, Apr 22, 2015",75.4,0.3,8588361728,4140309416
"10:33:05.262 PM, Apr 22, 2015",98.5,2.1,8589934592,3849661776
"10:33:06.262 PM, Apr 22, 2015",96.3,2.2,8589934592,3346458288
"10:33:07.262 PM, Apr 22, 2015",97,0.3,8569487360,3182827296
"10:33:08.262 PM, Apr 22, 2015",96.6,0,8569487360,5292747712
"10:33:09.262 PM, Apr 22, 2015",88.9,0.4,8588886016,4350456256
"10:33:10.262 PM, Apr 22, 2015",76.9,1.6,8589934592,3714620760
"10:33:11.263 PM, Apr 22, 2015",97.3,2,8589410304,3296684968
"10:33:12.263 PM, Apr 22, 2015",95.9,0.4,8564244480,3142540520
"10:33:13.263 PM, Apr 22, 2015",97.6,0,8564244480,5459993816
"10:33:14.263 PM, Apr 22, 2015",100,0.4,8589934592,4706987696
"10:33:15.263 PM, Apr 22, 2015",72.3,1.2,8589934592,3677814688
"10:33:16.263 PM, Apr 22, 2015",97.5,2.1,8589934592,3303713336
"10:33:17.263 PM, Apr 22, 2015",96.1,0,8589934592,5665995264
"10:33:18.263 PM, Apr 22, 2015",94.9,0.4,8575254528,5423486488
"10:33:19.264 PM, Apr 22, 2015",88.5,0.6,8587837440,4747369112
"10:33:20.264 PM, Apr 22, 2015",82,0.4,8570535936,3628499400
"10:33:21.264 PM, Apr 22, 2015",77.6,0,8570535936,5814273128
"10:33:22.264 PM, Apr 22, 2015",96.6,2.1,8589934592,5440922232
"10:33:23.264 PM, Apr 22, 2015",100,2.3,8589934592,4761525968
"10:33:24.264 PM, Apr 22, 2015",96.3,0.5,8580497408,4447292152
"10:33:25.264 PM, Apr 22, 2015",96.9,0.3,8589934592,3766370656
"10:33:26.264 PM, Apr 22, 2015",72.5,0,8589934592,5421320832
"10:33:27.264 PM, Apr 22, 2015",96.1,1.7,8589934592,5203731952
"10:33:28.265 PM, Apr 22, 2015",96,2.1,8589934592,4688676976
"10:33:29.265 PM, Apr 22, 2015",96.2,0.4,8565817344,4426489672
"10:33:30.265 PM, Apr 22, 2015",95.5,0.4,8589934592,3889310784
"10:33:31.265 PM, Apr 22, 2015",83.3,0,8589934592,5342306792
"10:33:32.265 PM, Apr 22, 2015",89.7,1.5,8589934592,5091003944
"10:33:33.265 PM, Apr 22, 2015",95.7,2.1,8582070272,4609685520
"10:33:34.265 PM, Apr 22, 2015",95.3,0.5,8572108800,4330122480
"10:33:35.265 PM, Apr 22, 2015",99.4,0.5,8571584512,3844881872
"10:33:36.265 PM, Apr 22, 2015",97.4,0,8571584512,5656738320
"10:33:37.265 PM, Apr 22, 2015",73.9,1.3,8589934592,4640150464
"10:33:38.266 PM, Apr 22, 2015",95.4,2.2,8589934592,4233586072
"10:33:39.266 PM, Apr 22, 2015",92.5,0.7,8581021696,3946224360
"10:33:40.266 PM, Apr 22, 2015",89.9,0,8581021696,6080971560
"10:33:41.266 PM, Apr 22, 2015",89.8,0.7,8589934592,5422761128
"10:33:42.266 PM, Apr 22, 2015",87.6,0.4,8571584512,4390151256
"10:33:43.266 PM, Apr 22, 2015",78.6,1.7,8589934592,4106862168
"10:33:44.266 PM, Apr 22, 2015",95.4,0,8589934592,6214735352
"10:33:45.266 PM, Apr 22, 2015",95.7,1.9,8589934592,5758848632
"10:33:46.266 PM, Apr 22, 2015",97.7,0.5,8569487360,5465556936
"10:33:47.267 PM, Apr 22, 2015",95.7,0.4,8588886016,4734793344
"10:33:48.267 PM, Apr 22, 2015",70.3,0,8588886016,6356564064
"10:33:49.267 PM, Apr 22, 2015",95.6,1.7,8589934592,6153932800
"10:33:50.267 PM, Apr 22, 2015",96.6,2.1,8589934592,5684915304
"10:33:51.267 PM, Apr 22, 2015",95.1,0.8,8565293056,5208860216
"10:33:52.267 PM, Apr 22, 2015",91.1,0.7,8589934592,4583186136
"10:33:53.267 PM, Apr 22, 2015",91.1,0,8589934592,6256224520
"10:33:54.267 PM, Apr 22, 2015",79.5,1.4,8589934592,5690595776
"10:33:55.267 PM, Apr 22, 2015",96.5,2.2,8589934592,5178333960
"10:33:56.267 PM, Apr 22, 2015",95.5,0.7,8572108800,4923911064
"10:33:57.271 PM, Apr 22, 2015",94.4,0.5,8589410304,4570284936
"10:33:58.271 PM, Apr 22, 2015",97.4,0,8589410304,6446567856
"10:33:59.272 PM, Apr 22, 2015",75.5,0.5,8571060224,5517940456
"10:34:00.272 PM, Apr 22, 2015",97.2,1.8,8589934592,5368016224
"10:34:01.272 PM, Apr 22, 2015",95.1,2.1,8589934592,4840162264
"10:34:02.272 PM, Apr 22, 2015",95.7,0.7,8581021696,4588167608
"10:34:03.272 PM, Apr 22, 2015",97.8,0,8581021696,6637741056
"10:34:04.272 PM, Apr 22, 2015",80,0.5,8589934592,5488774632
"10:34:05.272 PM, Apr 22, 2015",85.8,1.9,8589934592,5099016584
"10:34:06.272 PM, Apr 22, 2015",97.3,1.9,8589934592,4749127432
"10:34:07.272 PM, Apr 22, 2015",97,0,8589934592,7017096368
"10:34:08.273 PM, Apr 22, 2015",95.9,0.7,8582594560,6610517168
"10:34:09.273 PM, Apr 22, 2015",98.1,0.5,8565293056,5884654280
"10:34:10.273 PM, Apr 22, 2015",79.9,1.6,8589934592,4940995440
"10:34:11.273 PM, Apr 22, 2015",96.9,1.8,8578924544,4910193752
"10:34:12.273 PM, Apr 22, 2015",97.9,0,8578924544,6882230640
"10:34:13.273 PM, Apr 22, 2015",96.4,0.6,8573157376,6626038408
"10:34:14.273 PM, Apr 22, 2015",96.4,0.6,8570011648,6066045520
"10:34:15.273 PM, Apr 22, 2015",81.2,1.4,8589934592,5006111312
"10:34:16.273 PM, Apr 22, 2015",99.3,0,8589934592,7363193928
"10:34:17.274 PM, Apr 22, 2015",96.2,2,8589934592,6982779304
"10:34:18.274 PM, Apr 22, 2015",98.1,0.6,8577351680,6806500504
"10:34:19.274 PM, Apr 22, 2015",96,0.9,8589934592,6307236232
"10:34:20.274 PM, Apr 22, 2015",94.5,0.6,8570535936,5355647880
"10:34:21.274 PM, Apr 22, 2015",76,0,8570535936,7461540376
"10:34:22.274 PM, Apr 22, 2015",97.1,2.1,8589934592,7086087392
"10:34:23.274 PM, Apr 22, 2015",100,2.2,8589934592,6462142344
"10:34:24.274 PM, Apr 22, 2015",96,0.9,8568438784,6143829920
"10:34:25.274 PM, Apr 22, 2015",92.8,0.5,8589410304,5502109408
"10:34:26.274 PM, Apr 22, 2015",79.1,0,8589410304,7117405152
"10:34:27.286 PM, Apr 22, 2015",96,1.7,8589934592,6959971344
"10:34:28.275 PM, Apr 22, 2015",99.4,2.3,8589934592,6327366432
"10:34:29.275 PM, Apr 22, 2015",96.9,0.6,8564244480,6075304032
"10:34:30.275 PM, Apr 22, 2015",95.8,0.6,8589934592,5692482328
"10:34:31.276 PM, Apr 22, 2015",92.6,0,8589934592,7297277080
"10:34:32.275 PM, Apr 22, 2015",73.1,1.6,8589934592,6552100552
"10:34:33.275 PM, Apr 22, 2015",96.2,2,8587837440,6149929112
"10:34:34.275 PM, Apr 22, 2015",96.4,0.7,8569487360,5888393512
"10:34:35.275 PM, Apr 22, 2015",96.6,0.7,8589934592,5554221496
"10:34:36.276 PM, Apr 22, 2015",96,0,8589934592,7430230536
"10:34:37.276 PM, Apr 22, 2015",65.2,0.6,8571584512,6142721320
"10:34:38.283 PM, Apr 22, 2015",96.9,2,8589934592,6001017520
"10:34:39.284 PM, Apr 22, 2015",38.6,10,8589934592,893011760
"10:34:42.876 PM, Apr 22, 2015",0,0,8589934592,893011760
"10:34:42.878 PM, Apr 22, 2015",2.5,0,8589934592,917648744
"10:34:42.879 PM, Apr 22, 2015",0,0,8589934592,917648744
"10:34:43.284 PM, Apr 22, 2015",97.5,0,8589934592,1886534968
"10:34:44.284 PM, Apr 22, 2015",100,0,8579973120,1528842408
"10:34:45.284 PM, Apr 22, 2015",96,0,8589934592,916428056
"10:34:46.285 PM, Apr 22, 2015",74.6,0,8589934592,2689997840
"10:34:47.285 PM, Apr 22, 2015",96.6,1.6,8589934592,2527349488
"10:34:48.285 PM, Apr 22, 2015",96.5,2,8589934592,2067330312
"10:34:49.285 PM, Apr 22, 2015",96.5,0.1,8566865920,1970292024
"10:34:50.285 PM, Apr 22, 2015",96.7,0,8589934592,1563419648
"10:34:51.473 PM, Apr 22, 2015",77.5,1.1,8589934592,1188824736
"10:34:52.285 PM, Apr 22, 2015",95.6,0,8589934592,3017828592
"10:34:53.285 PM, Apr 22, 2015",100,2.3,8589934592,2412462024
"10:34:54.285 PM, Apr 22, 2015",97.2,0.1,8564244480,2288330008
"10:34:55.286 PM, Apr 22, 2015",97.6,0,8589934592,1947500944
"10:34:56.286 PM, Apr 22, 2015",83,0,8589934592,3477491560
"10:34:57.286 PM, Apr 22, 2015",87.2,1.2,8589934592,3093579608
"10:34:58.286 PM, Apr 22, 2015",93.6,1.9,8589934592,2787362856
"10:34:59.286 PM, Apr 22, 2015",95.1,0.3,8576303104,2619566296
"10:35:00.288 PM, Apr 22, 2015",95.7,0,8589934592,2258390144
"10:35:01.286 PM, Apr 22, 2015",94.3,0,8570011648,1485492776
"10:35:02.286 PM, Apr 22, 2015",77.4,0,8570011648,3269032528
"10:35:03.286 PM, Apr 22, 2015",95.2,2.4,8589934592,2960298296
"10:35:04.287 PM, Apr 22, 2015",95.7,2,8589934592,2512049896
"10:35:05.287 PM, Apr 22, 2015",97,0.2,8568438784,2319284352
"10:35:06.287 PM, Apr 22, 2015",97.8,0.1,8589410304,1811167064
"10:35:07.287 PM, Apr 22, 2015",68,0,8589410304,3267630776
"10:35:08.287 PM, Apr 22, 2015",97.1,1.6,8589934592,3150524736
"10:35:09.287 PM, Apr 22, 2015",96.1,2,8589934592,2685110040
"10:35:10.287 PM, Apr 22, 2015",96.6,0.1,8564244480,2590057184
"10:35:11.287 PM, Apr 22, 2015",96.2,0.2,8589934592,2179192832
"10:35:12.287 PM, Apr 22, 2015",86.6,0,8589934592,3729865296
"10:35:13.287 PM, Apr 22, 2015",84.7,1.3,8589934592,3317824152
"10:35:14.287 PM, Apr 22, 2015",100,2.1,8587313152,2795133232
"10:35:15.288 PM, Apr 22, 2015",97.4,0.3,8569487360,2635893040
"10:35:16.288 PM, Apr 22, 2015",95.5,0.1,8589410304,2377807808
"10:35:17.288 PM, Apr 22, 2015",96,0,8589410304,4154638432
"10:35:18.288 PM, Apr 22, 2015",80,0.1,8570011648,3608241304
"10:35:19.288 PM, Apr 22, 2015",95,1.8,8589934592,3344645616
"10:35:21.181 PM, Apr 22, 2015",94.2,1.3,8579973120,2249115600
"10:35:21.393 PM, Apr 22, 2015",55.4,0,8579973120,2804096112
"10:35:22.401 PM, Apr 22, 2015",100,0.2,8589934592,2022024320
"10:35:23.288 PM, Apr 22, 2015",65.2,0,8589934592,3092233168
"10:35:24.593 PM, Apr 22, 2015",96.4,1.3,8589934592,3714652144
"10:35:25.300 PM, Apr 22, 2015",93.6,2.9,8589934592,2468434168
"10:35:26.330 PM, Apr 22, 2015",97.8,0.2,8567914496,2295246760
"10:35:27.448 PM, Apr 22, 2015",92,0.4,8589934592,2218180880
"10:35:28.341 PM, Apr 22, 2015",100,0,8589934592,3645471928
"10:35:29.687 PM, Apr 22, 2015",79.9,1,8589934592,3794851640
"10:35:30.291 PM, Apr 22, 2015",91.7,3.7,8581021696,2395130048
"10:35:31.374 PM, Apr 22, 2015",97.7,0.5,8572108800,2357925232
"10:35:32.491 PM, Apr 22, 2015",94.9,0.2,8571060224,2373745584
"10:35:33.505 PM, Apr 22, 2015",94.1,0,8571060224,4187278792
"10:35:34.587 PM, Apr 22, 2015",81.5,1.1,8589934592,3533608560
"10:35:35.292 PM, Apr 22, 2015",90.6,2.8,8589934592,2504666288
"10:35:36.868 PM, Apr 22, 2015",96.7,0.2,8578400256,3634403488
"10:35:37.511 PM, Apr 22, 2015",100,0.4,8589934592,2504543408
"10:35:38.520 PM, Apr 22, 2015",92.5,0,8589934592,4499784880
"10:35:39.292 PM, Apr 22, 2015",80,0.3,8571584512,2969388872
"10:35:40.366 PM, Apr 22, 2015",92.5,2.2,8589934592,2766521744
"10:35:41.415 PM, Apr 22, 2015",94.3,2,8589934592,2665601536
"10:35:42.596 PM, Apr 22, 2015",94.1,0.3,8568963072,2705416864
"10:35:43.717 PM, Apr 22, 2015",97,0,8568963072,4986394136
"10:35:44.312 PM, Apr 22, 2015",91.6,0.4,8588886016,3424744808
"10:35:45.358 PM, Apr 22, 2015",79.1,1.7,8589934592,2808233536
"10:35:46.515 PM, Apr 22, 2015",93,1.6,8589934592,2826774352
"10:35:47.429 PM, Apr 22, 2015",98.3,0,8589934592,4756957088
"10:35:48.625 PM, Apr 22, 2015",94.9,0.2,8565817344,4931967064
"10:35:49.443 PM, Apr 22, 2015",97,0.4,8589934592,3914767488
"10:35:50.312 PM, Apr 22, 2015",70.5,0,8589934592,5163159904
"10:35:51.642 PM, Apr 22, 2015",96,2.7,8587313152,2988160160
"10:35:52.721 PM, Apr 22, 2015",97.6,0.4,8569487360,2988111008
"10:35:53.717 PM, Apr 22, 2015",90.3,0,8569487360,5324752856
"10:35:54.532 PM, Apr 22, 2015",100,0.4,8589410304,4267100936
"10:35:55.313 PM, Apr 22, 2015",88.1,0.4,8570011648,2988045472
"10:35:56.523 PM, Apr 22, 2015",82.8,1.6,8589934592,3149005296
"10:35:57.762 PM, Apr 22, 2015",95.9,1.8,8589934592,3149595120
"10:35:58.837 PM, Apr 22, 2015",97.5,0,8589934592,5550181568
"10:35:59.618 PM, Apr 22, 2015",90.1,0.6,8579973120,4607847392
"10:36:00.317 PM, Apr 22, 2015",93.6,0.8,8589934592,3271456616
"10:36:01.590 PM, Apr 22, 2015",82.1,1.4,8589934592,3300907120
"10:36:02.314 PM, Apr 22, 2015",100,0,8589934592,4748269024
"10:36:03.314 PM, Apr 22, 2015",97.7,2.1,8589934592,4271819088
"10:36:04.314 PM, Apr 22, 2015",97.3,0.5,8571584512,4073435144
"10:36:05.314 PM, Apr 22, 2015",96.3,0.5,8589934592,3614590960
"10:36:06.314 PM, Apr 22, 2015",73.9,0,8589934592,5018612368
"10:36:07.314 PM, Apr 22, 2015",96.6,1.5,8589934592,4876241784
"10:36:08.314 PM, Apr 22, 2015",96.2,1.8,8579973120,4476417248
"10:36:09.315 PM, Apr 22, 2015",96.6,0.4,8573681664,4351940224
"10:36:10.315 PM, Apr 22, 2015",97.1,0.6,8570535936,4005290200
"10:36:11.315 PM, Apr 22, 2015",96.8,0,8570535936,5781338688
"10:36:12.315 PM, Apr 22, 2015",81.7,1.2,8589410304,5351372536
"10:36:13.315 PM, Apr 22, 2015",100,2,8589934592,4907484304
"10:36:14.315 PM, Apr 22, 2015",96.9,0.5,8585740288,4713687232
"10:36:15.315 PM, Apr 22, 2015",97.2,0.5,8572633088,4344922472
"10:36:16.315 PM, Apr 22, 2015",96.9,0.4,8584691712,3634235872
"10:36:17.316 PM, Apr 22, 2015",74.8,0,8584691712,5440319584
"10:36:18.316 PM, Apr 22, 2015",96.6,2.1,8589934592,5146869256
"10:36:19.316 PM, Apr 22, 2015",97.3,2.1,8589934592,4680633376
"10:36:20.316 PM, Apr 22, 2015",95.9,0.4,8568963072,4464693720
"10:36:21.316 PM, Apr 22, 2015",97.2,0.3,8589410304,3937994680
"10:36:22.316 PM, Apr 22, 2015",80.9,0,8589410304,5541030568
"10:36:23.316 PM, Apr 22, 2015",97.1,1.6,8589934592,5391963792
"10:36:24.316 PM, Apr 22, 2015",100,2.1,8589934592,4853553360
"10:36:25.316 PM, Apr 22, 2015",96.8,0.5,8565293056,4701290120
"10:36:26.317 PM, Apr 22, 2015",97.5,0.5,8589934592,4303173408
"10:36:27.317 PM, Apr 22, 2015",91.4,0,8589934592,5983962336
"10:36:28.317 PM, Apr 22, 2015",83.4,1.3,8589934592,5508749432
"10:36:29.317 PM, Apr 22, 2015",97,2.1,8589934592,5062026016
"10:36:30.317 PM, Apr 22, 2015",96.4,0.6,8573681664,4862323496
"10:36:31.317 PM, Apr 22, 2015",96.6,0.7,8588361728,4526050224
"10:36:32.317 PM, Apr 22, 2015",97.6,0,8588361728,6392839032
"10:36:33.317 PM, Apr 22, 2015",73,0.5,8571060224,5654648568
"10:36:34.317 PM, Apr 22, 2015",96.2,1.8,8589934592,5425922208
"10:36:35.318 PM, Apr 22, 2015",98.5,2,8589934592,4855478288
"10:36:36.318 PM, Apr 22, 2015",97.2,0.4,8579448832,4587376688
"10:36:37.318 PM, Apr 22, 2015",97,0,8579448832,6607397768
"10:36:38.318 PM, Apr 22, 2015",73.3,0.5,8589934592,5415314032
"10:36:39.320 PM, Apr 22, 2015",93.1,1.8,8589934592,5165498512
"10:36:40.318 PM, Apr 22, 2015",89.5,2.6,8589934592,4466851088
"10:36:41.318 PM, Apr 22, 2015",95.1,0,8589934592,6767093528
"10:36:42.319 PM, Apr 22, 2015",97,0.5,8574205952,6447758784
"10:36:43.319 PM, Apr 22, 2015",92.4,0.7,8589934592,5638523712
"10:36:44.319 PM, Apr 22, 2015",71.6,1.7,8589934592,4667217080
"10:36:45.326 PM, Apr 22, 2015",91.6,1.9,8583643136,4601944544
"10:36:46.319 PM, Apr 22, 2015",97.2,0,8583643136,6457125080
"10:36:47.319 PM, Apr 22, 2015",91.9,1.1,8570011648,6037794856
"10:36:48.319 PM, Apr 22, 2015",96.5,0.7,8570011648,5560165736
"10:36:49.319 PM, Apr 22, 2015",79.9,0,8570011648,6987877760
"10:36:50.319 PM, Apr 22, 2015",89.3,1.2,8589934592,6731261280
"10:36:51.320 PM, Apr 22, 2015",91.4,2.1,8589934592,6275483944
"10:36:52.320 PM, Apr 22, 2015",97.6,0.9,8577875968,5840169096
"10:36:53.320 PM, Apr 22, 2015",97.3,0.5,8589934592,5569802704
"10:36:54.320 PM, Apr 22, 2015",96.7,0.7,8570535936,4821894040
"10:36:55.320 PM, Apr 22, 2015",68.8,0,8570535936,6537526080
"10:36:56.320 PM, Apr 22, 2015",96.6,2,8589934592,6281432848
"10:36:57.320 PM, Apr 22, 2015",94.8,1.9,8589934592,5831049952
"10:36:58.320 PM, Apr 22, 2015",94.3,0.5,8569487360,5607900360
"10:36:59.320 PM, Apr 22, 2015",97,0.5,8587837440,5086728584
"10:37:00.321 PM, Apr 22, 2015",66.1,0,8587837440,6360977144
"10:37:01.321 PM, Apr 22, 2015",100,1.5,8589934592,6118249696
"10:37:02.321 PM, Apr 22, 2015",94.5,2.2,8589934592,5675887032
"10:37:03.321 PM, Apr 22, 2015",96.1,0.5,8564244480,5508867520
"10:37:04.321 PM, Apr 22, 2015",96.6,0.7,8589934592,5147984560
"10:37:05.321 PM, Apr 22, 2015",97.3,0,8589934592,6915124000
"10:37:06.321 PM, Apr 22, 2015",79,1.2,8589934592,6356892544
"10:37:07.321 PM, Apr 22, 2015",94.9,2.1,8589934592,5914691856
"10:37:08.321 PM, Apr 22, 2015",95.8,0.7,8573681664,5687277288
"10:37:09.322 PM, Apr 22, 2015",89.6,1.2,8588361728,5280278296
"10:37:10.322 PM, Apr 22, 2015",95.9,0,8588361728,7079856736
"10:37:11.322 PM, Apr 22, 2015",77.3,0.6,8571060224,6125166440
"10:37:12.322 PM, Apr 22, 2015",97.1,1.9,8589934592,5937024664
"10:37:13.322 PM, Apr 22, 2015",99.1,2.1,8589934592,5408234640
"10:37:14.322 PM, Apr 22, 2015",99.9,0,8589934592,7724340472
"10:37:15.322 PM, Apr 22, 2015",96.9,0.8,8581545984,7263039176
"10:37:16.322 PM, Apr 22, 2015",87.6,0.7,8589934592,6297483456
"10:37:17.323 PM, Apr 22, 2015",78.7,1.9,8589934592,5707987256
"10:37:18.323 PM, Apr 22, 2015",37.7,9.8,8589934592,893074352
"10:37:21.909 PM, Apr 22, 2015",0,0,8589934592,893074352
"10:37:21.910 PM, Apr 22, 2015",0,0,8589934592,893074352
"10:37:21.911 PM, Apr 22, 2015",0,0,8589934592,893074352
"10:37:22.323 PM, Apr 22, 2015",90.6,0,8589934592,1975244232
"10:37:23.323 PM, Apr 22, 2015",97.5,0,8577875968,1854559736
"10:37:24.323 PM, Apr 22, 2015",100,0,8589934592,1331097816
"10:37:25.323 PM, Apr 22, 2015",77.4,0,8589934592,2957242776
"10:37:26.323 PM, Apr 22, 2015",96.7,1.4,8589934592,2861895640
"10:37:27.324 PM, Apr 22, 2015",96.1,1.9,8580497408,2477826200
"10:37:28.324 PM, Apr 22, 2015",96.9,0.2,8572633088,2319572432
"10:37:29.324 PM, Apr 22, 2015",97.9,0,8570011648,1924741120
"10:37:30.324 PM, Apr 22, 2015",85.8,0,8570011648,3461417320
"10:37:31.324 PM, Apr 22, 2015",90.3,1,8589934592,3175483368
"10:37:32.324 PM, Apr 22, 2015",100,2.1,8589934592,2662838584
"10:37:33.324 PM, Apr 22, 2015",96.9,0.2,8578400256,2549373872
"10:37:34.324 PM, Apr 22, 2015",97.5,0.1,8589934592,2230846664
"10:37:35.324 PM, Apr 22, 2015",97,0.1,8571584512,1501562608
"10:37:36.325 PM, Apr 22, 2015",78,0,8571584512,3601231784
"10:37:37.325 PM, Apr 22, 2015",96.9,1.9,8589934592,3305033216
"10:37:38.325 PM, Apr 22, 2015",96.6,2,8589934592,2883826040
"10:37:39.325 PM, Apr 22, 2015",97.4,0.1,8568438784,2706550960
"10:37:40.325 PM, Apr 22, 2015",97.6,0.1,8589410304,2134416520
"10:37:41.325 PM, Apr 22, 2015",77.5,1.3,8589934592,1509641376
"10:37:42.325 PM, Apr 22, 2015",97,0,8589934592,3750605448
"10:37:43.325 PM, Apr 22, 2015",100,2.1,8588886016,3228545520
"10:37:44.325 PM, Apr 22, 2015",96.6,0.2,8564768768,3075634744
"10:37:45.326 PM, Apr 22, 2015",98,0.1,8589934592,2630588336
"10:37:46.326 PM, Apr 22, 2015",72.5,1.1,8589934592,1635035088
"10:37:47.326 PM, Apr 22, 2015",98.9,0,8589934592,4001204208
"10:37:48.326 PM, Apr 22, 2015",97.4,1.9,8589934592,3602490240
"10:37:49.326 PM, Apr 22, 2015",97.2,0.3,8575778816,3413907944
"10:37:50.326 PM, Apr 22, 2015",97,0.2,8586788864,3001141624
"10:37:51.326 PM, Apr 22, 2015",87.9,0.2,8571584512,2071949744
"10:37:52.326 PM, Apr 22, 2015",87.5,1.8,8589934592,1862413232
"10:37:53.326 PM, Apr 22, 2015",94.6,0,8589934592,4040256504
"10:37:54.327 PM, Apr 22, 2015",97.1,2.4,8589934592,3479449040
"10:37:55.327 PM, Apr 22, 2015",100,0.2,8579973120,3116341432
"10:37:56.327 PM, Apr 22, 2015",97.1,0.2,8589934592,2428394024
"10:37:57.327 PM, Apr 22, 2015",73.8,0,8589934592,4287571752
"10:37:58.327 PM, Apr 22, 2015",96.6,1.8,8589934592,4017335112
"10:37:59.327 PM, Apr 22, 2015",97.2,2.1,8589934592,3578913304
"10:38:00.327 PM, Apr 22, 2015",97.1,0.3,8570011648,3396255640
"10:38:01.327 PM, Apr 22, 2015",97.5,0.4,8589934592,2824026392
"10:38:02.327 PM, Apr 22, 2015",70.8,0,8589934592,4248610280
"10:38:03.328 PM, Apr 22, 2015",95.8,1.4,8589934592,4101435752
"10:38:04.328 PM, Apr 22, 2015",95.6,2.1,8582070272,3654078496
"10:38:05.328 PM, Apr 22, 2015",96.2,0.4,8573157376,3453660672
"10:38:06.328 PM, Apr 22, 2015",93,0.2,8570535936,2961877712
"10:38:07.328 PM, Apr 22, 2015",90.7,0,8570535936,4584682664
"10:38:08.328 PM, Apr 22, 2015",75.2,0.2,8572108800,4123397304
"10:38:09.328 PM, Apr 22, 2015",96.8,2,8589934592,3828483040
"10:38:10.328 PM, Apr 22, 2015",97.2,2.1,8589934592,3355693584
"10:38:11.328 PM, Apr 22, 2015",100,0.3,8568438784,3005810256
"10:38:12.329 PM, Apr 22, 2015",96.9,0.3,8588361728,2377992096
"10:38:13.329 PM, Apr 22, 2015",74.5,0,8588361728,4062203096
"10:38:14.329 PM, Apr 22, 2015",96.4,1.8,8589934592,3858622888
"10:38:15.329 PM, Apr 22, 2015",94.9,2.2,8589934592,3361486416
"10:38:16.329 PM, Apr 22, 2015",96.1,0.3,8564768768,3214615416
"10:38:17.329 PM, Apr 22, 2015",95.3,0.3,8589934592,2771092120
"10:38:18.329 PM, Apr 22, 2015",76,0,8589934592,4162735656
"10:38:19.329 PM, Apr 22, 2015",88.9,1.7,8589934592,3824321136
