Time [ms],CPU usage [%],GC activity [%],Size [B],Used [B]
"11:01:19.147 PM, Apr 22, 2015",91.6,0.4,8570535936,3757527200
"11:01:20.146 PM, Apr 22, 2015",94.7,0,8570535936,5493232800
"11:01:21.147 PM, Apr 22, 2015",79.8,1.2,8589934592,4717426272
"11:01:22.147 PM, Apr 22, 2015",99.2,2.4,8589934592,4173560840
"11:01:23.231 PM, Apr 22, 2015",85.8,0.4,8576303104,4424668176
"11:01:24.147 PM, Apr 22, 2015",100,0,8576303104,6276184280
"11:01:25.147 PM, Apr 22, 2015",94.8,0.4,8589934592,5730108592
"11:01:26.147 PM, Apr 22, 2015",79.8,0.4,8571584512,5212527976
"11:01:27.699 PM, Apr 22, 2015",94.8,1.4,8589934592,6383466096
"11:01:28.147 PM, Apr 22, 2015",72.8,3.8,8589934592,4817915600
"11:01:29.147 PM, Apr 22, 2015",100,0.7,8569487360,4486700992
"11:01:30.178 PM, Apr 22, 2015",100,0,8569487360,6392658336
"11:01:31.148 PM, Apr 22, 2015",78,0.6,8588886016,5470144728
"11:01:32.458 PM, Apr 22, 2015",94.2,1.5,8589934592,5956999800
"11:01:33.148 PM, Apr 22, 2015",92.3,3.2,8589934592,4690310744
"11:01:34.148 PM, Apr 22, 2015",94.6,0.6,8566865920,4440597056
"11:01:35.149 PM, Apr 22, 2015",96.4,0,8566865920,6519191616
"11:01:36.148 PM, Apr 22, 2015",80.6,0.5,8588361728,5499744208
"11:01:37.501 PM, Apr 22, 2015",95.5,1.2,8589934592,6233801296
"11:01:38.149 PM, Apr 22, 2015",92.7,3.5,8589934592,4909747760
"11:01:39.149 PM, Apr 22, 2015",85.6,0.7,8563720192,5072674520
"11:01:40.150 PM, Apr 22, 2015",100,0.4,8589934592,4388610384
"11:01:41.150 PM, Apr 22, 2015",93.3,0,8589934592,6059383040
"11:01:42.150 PM, Apr 22, 2015",80,1.4,8589934592,5612168528
"11:01:43.150 PM, Apr 22, 2015",94,2.3,8583118848,5155208464
"11:01:44.168 PM, Apr 22, 2015",98,0.6,8566865920,4923484872
"11:01:45.150 PM, Apr 22, 2015",92.5,0.6,8586264576,4571359280
"11:01:46.150 PM, Apr 22, 2015",95.6,0,8586264576,6473115672
"11:01:47.150 PM, Apr 22, 2015",84.8,1.3,8589934592,5799353624
"11:01:48.150 PM, Apr 22, 2015",86.5,1.9,8589934592,5779618760
"11:01:49.151 PM, Apr 22, 2015",94.7,1,8589934592,5657858592
"11:01:50.151 PM, Apr 22, 2015",100,0.6,8572108800,5131815344
"11:01:51.151 PM, Apr 22, 2015",91.8,0,8572108800,7161045712
"11:01:52.236 PM, Apr 22, 2015",81.1,0.6,8589934592,6909760184
"11:01:53.508 PM, Apr 22, 2015",78.5,2.6,8589934592,5063848352
"11:01:54.700 PM, Apr 22, 2015",100,0.6,8575254528,5011564048
"11:01:55.151 PM, Apr 22, 2015",100,0,8575254528,5680301896
"11:01:56.151 PM, Apr 22, 2015",100,0.6,8589934592,4887053192
"11:01:57.151 PM, Apr 22, 2015",79.8,0,8589934592,6918003792
"11:01:58.151 PM, Apr 22, 2015",95.4,1.9,8589934592,6725273192
"11:01:59.399 PM, Apr 22, 2015",94.4,1.7,8589934592,6969652192
"11:02:00.371 PM, Apr 22, 2015",95.8,0.6,8565817344,6614860624
"11:02:01.152 PM, Apr 22, 2015",96.1,0.7,8589934592,5549003432
"11:02:02.152 PM, Apr 22, 2015",79.7,1.5,8589934592,5153547264
"11:02:03.152 PM, Apr 22, 2015",99.8,0,8589934592,7290080232
"11:02:04.372 PM, Apr 22, 2015",91.9,1.4,8588886016,7522766128
"11:02:05.321 PM, Apr 22, 2015",99.6,0.7,8565293056,6958641008
"11:02:06.152 PM, Apr 22, 2015",92.8,0.6,8589934592,6033371616
"11:02:07.152 PM, Apr 22, 2015",75.6,1.3,8589934592,5293934656
"11:02:08.361 PM, Apr 22, 2015",99.6,1.9,8582594560,5340500272
"11:02:09.443 PM, Apr 22, 2015",92.7,0.7,8574730240,5340451120
"11:02:10.374 PM, Apr 22, 2015",97.2,0,8574730240,7257499352
"11:02:11.210 PM, Apr 22, 2015",87.1,0.9,8572108800,6392160376
"11:02:12.153 PM, Apr 22, 2015",83.4,0,8572108800,7691440752
"11:02:13.370 PM, Apr 22, 2015",81.4,2.5,8589934592,5514700312
"11:02:14.462 PM, Apr 22, 2015",100,0,8589934592,7712854496
"11:02:15.153 PM, Apr 22, 2015",85.2,0.9,8578924544,6899486352
"11:02:16.153 PM, Apr 22, 2015",100,1,8589934592,6217771320
"11:02:17.154 PM, Apr 22, 2015",96.2,0,8589934592,7996064680
"11:02:18.332 PM, Apr 22, 2015",86.3,1.7,8589934592,6011397144
"11:02:19.506 PM, Apr 22, 2015",36.1,9.4,8589934592,1656698312
"11:02:23.452 PM, Apr 22, 2015",0,0,8589934592,1656698312
"11:02:23.453 PM, Apr 22, 2015",0,0,8589934592,1656698312
"11:02:23.455 PM, Apr 22, 2015",0,0,8589934592,1656698312
"11:02:24.095 PM, Apr 22, 2015",94.8,0,8589934592,3264222592
"11:02:24.611 PM, Apr 22, 2015",95.5,0.1,8570011648,1877391344
"11:02:25.460 PM, Apr 22, 2015",94.9,0,8588361728,994760888
"11:02:26.684 PM, Apr 22, 2015",73.3,1.3,8589934592,1483299648
"11:02:27.770 PM, Apr 22, 2015",100,1.9,8589934592,1081618616
"11:02:28.923 PM, Apr 22, 2015",95.5,0,8589934592,3499304296
"11:02:29.811 PM, Apr 22, 2015",91.8,0.1,8566865920,2977087872
"11:02:30.400 PM, Apr 22, 2015",99,0.1,8589410304,1492884912
"11:02:31.384 PM, Apr 22, 2015",76.5,0,8589410304,3318705952
"11:02:32.653 PM, Apr 22, 2015",87.7,2.4,8588886016,1481044792
"11:02:33.810 PM, Apr 22, 2015",100,0.3,8563720192,1241071112
"11:02:34.756 PM, Apr 22, 2015",97.5,0,8563720192,3320098352
"11:02:35.546 PM, Apr 22, 2015",87.5,0.1,8589934592,2408743968
"11:02:36.198 PM, Apr 22, 2015",83.7,0,8589934592,3239090744
"11:02:37.583 PM, Apr 22, 2015",95.6,2.2,8587837440,1400654680
"11:02:38.533 PM, Apr 22, 2015",97.5,0,8587837440,3432874512
"11:02:39.246 PM, Apr 22, 2015",94.3,0.4,8571060224,2525515056
"11:02:40.563 PM, Apr 22, 2015",91.7,0.1,8588361728,2806248456
"11:02:41.263 PM, Apr 22, 2015",85.9,0,8588361728,3886416824
"11:02:42.491 PM, Apr 22, 2015",75.3,1.6,8589934592,1588047496
"11:02:43.690 PM, Apr 22, 2015",94.9,1.8,8589934592,1560590504
"11:02:44.865 PM, Apr 22, 2015",96.8,0.1,8579448832,1560377512
"11:02:45.391 PM, Apr 22, 2015",99,0,8579448832,2599486232
"11:02:46.230 PM, Apr 22, 2015",95.1,0.1,8589934592,1709824824
"11:02:47.469 PM, Apr 22, 2015",81,1.5,8589934592,1719805432
"11:02:48.582 PM, Apr 22, 2015",84.9,1.7,8589934592,2037332312
"11:02:49.720 PM, Apr 22, 2015",100,0.2,8581545984,1790076192
"11:02:50.420 PM, Apr 22, 2015",95.2,0,8581545984,3252068872
"11:02:51.468 PM, Apr 22, 2015",95.6,0.2,8589934592,2633475376
"11:02:52.378 PM, Apr 22, 2015",73.9,1.8,8589934592,1897598680
"11:02:53.531 PM, Apr 22, 2015",96.6,2,8589934592,1880200008
"11:02:54.759 PM, Apr 22, 2015",82.2,0.2,8563720192,2452409264
"11:02:55.700 PM, Apr 22, 2015",100,0.2,8589934592,1880060744
"11:02:56.512 PM, Apr 22, 2015",94.4,0,8589934592,3410300504
"11:02:57.157 PM, Apr 22, 2015",63,1.8,8589934592,1987807736
"11:02:58.158 PM, Apr 22, 2015",96.4,1.7,8583643136,2040406168
"11:02:59.299 PM, Apr 22, 2015",96.9,0.3,8573681664,2040455352
"11:03:00.481 PM, Apr 22, 2015",94.1,0.1,8570011648,2187630416
"11:03:01.354 PM, Apr 22, 2015",94.2,0,8570011648,4000832048
"11:03:02.782 PM, Apr 22, 2015",87,1.3,8589934592,2199596552
"11:03:03.880 PM, Apr 22, 2015",94.6,1.7,8589934592,2198129016
"11:03:04.871 PM, Apr 22, 2015",94.2,0,8589934592,4239370352
"11:03:05.745 PM, Apr 22, 2015",97.7,0.2,8566865920,3644632672
"11:03:06.417 PM, Apr 22, 2015",91.2,0.5,8589410304,2284265352
"11:03:07.448 PM, Apr 22, 2015",79.8,0,8589410304,4345380336
"11:03:08.242 PM, Apr 22, 2015",15.6,0,8589410304,4529355584
"11:03:09.202 PM, Apr 22, 2015",14,0,8589410304,4571710624
"11:03:10.170 PM, Apr 22, 2015",12.8,0,8589410304,4571930472
"11:03:11.166 PM, Apr 22, 2015",12.5,0,8589410304,4601508464
"11:03:12.238 PM, Apr 22, 2015",12.2,0,8589410304,4617067968
"11:03:13.239 PM, Apr 22, 2015",12.4,0,8589410304,4641648472
"11:03:14.239 PM, Apr 22, 2015",12.4,0,8589410304,4654563720
"11:03:15.240 PM, Apr 22, 2015",12.5,0,8589410304,4677915656
"11:03:16.248 PM, Apr 22, 2015",15.2,0.4,8589934592,2380550576
"11:03:17.240 PM, Apr 22, 2015",12.4,0,8589934592,2380811632
"11:03:18.240 PM, Apr 22, 2015",12.4,0,8589934592,2427166944
"11:03:19.241 PM, Apr 22, 2015",12.6,0,8589934592,2427462360
"11:03:20.197 PM, Apr 22, 2015",12.6,0,8589934592,2443514776
"11:03:21.241 PM, Apr 22, 2015",12.9,0,8589934592,2459409112
"11:03:22.241 PM, Apr 22, 2015",12.6,0,8589934592,2475293680
"11:03:23.239 PM, Apr 22, 2015",12.5,0,8589934592,2491184904
"11:03:24.246 PM, Apr 22, 2015",12.4,0,8589934592,2546193072
"11:03:25.238 PM, Apr 22, 2015",12.4,0,8589934592,2546426128
"11:03:26.240 PM, Apr 22, 2015",12.5,0,8589934592,2546682184
"11:03:27.243 PM, Apr 22, 2015",12.6,0,8589934592,2562908496
"11:03:28.245 PM, Apr 22, 2015",12.4,0,8589934592,2605709840
"11:03:29.199 PM, Apr 22, 2015",12.7,0,8589934592,2605986728
"11:03:30.240 PM, Apr 22, 2015",12.3,0,8589934592,2648789008
"11:03:31.198 PM, Apr 22, 2015",12.6,0,8589934592,2649041336
"11:03:32.239 PM, Apr 22, 2015",12.4,0,8589934592,2666193248
"11:03:33.200 PM, Apr 22, 2015",12.6,0,8589934592,2670209656
"11:03:34.164 PM, Apr 22, 2015",12.1,0,8589934592,2698436784
"11:03:35.245 PM, Apr 22, 2015",12.9,0,8589934592,2722943856
"11:03:36.241 PM, Apr 22, 2015",12.4,0,8589934592,2776150264
"11:03:37.241 PM, Apr 22, 2015",12.4,0,8589934592,2776396784
"11:03:38.198 PM, Apr 22, 2015",12.7,0,8589934592,2776653128
"11:03:39.245 PM, Apr 22, 2015",12.3,0,8589934592,2830276280
"11:03:40.242 PM, Apr 22, 2015",12.6,0,8589934592,2830767208
"11:03:41.203 PM, Apr 22, 2015",12.7,0,8589934592,2831001992
"11:03:42.245 PM, Apr 22, 2015",12.3,0,8589934592,2847097464
"11:03:43.252 PM, Apr 22, 2015",12.7,0,8589934592,2942040880
"11:03:44.242 PM, Apr 22, 2015",12.4,0,8589934592,2942287048
"11:03:45.244 PM, Apr 22, 2015",12.4,0,8589934592,2942526152
"11:03:46.200 PM, Apr 22, 2015",12.6,0,8589934592,2944401264
"11:03:47.165 PM, Apr 22, 2015",12.7,0,8589934592,2944600752
"11:03:48.165 PM, Apr 22, 2015",12.9,0,8589934592,2958999560
"11:03:49.165 PM, Apr 22, 2015",76.9,2.7,8589934592,3688345080
"11:03:50.460 PM, Apr 22, 2015",100,2.5,8589934592,3097755736
"11:03:51.712 PM, Apr 22, 2015",93.5,0.3,8589934592,3097591928
"11:03:52.677 PM, Apr 22, 2015",95.3,0,8589934592,4898478720
"11:03:53.165 PM, Apr 22, 2015",97,0.9,8562147328,3170744760
"11:03:54.286 PM, Apr 22, 2015",94.1,0,8562147328,4662420040
"11:03:55.912 PM, Apr 22, 2015",86.4,0.8,8589934592,5471811040
"11:03:56.165 PM, Apr 22, 2015",77.9,7,8564768768,3402130568
"11:03:57.419 PM, Apr 22, 2015",94.5,0.5,8583643136,3671344360
"11:03:58.496 PM, Apr 22, 2015",88.3,0.3,8566865920,3447727968
"11:03:59.206 PM, Apr 22, 2015",100,0,8566865920,4443181752
"11:04:00.198 PM, Apr 22, 2015",95.2,0.3,8583118848,3387834528
"11:04:01.290 PM, Apr 22, 2015",86.1,1.4,8589934592,3725763424
"11:04:02.285 PM, Apr 22, 2015",100,0,8589934592,5248869048
"11:04:03.174 PM, Apr 22, 2015",94.8,2.3,8589934592,4505775224
"11:04:04.225 PM, Apr 22, 2015",93.5,0.4,8563720192,4287919184
"11:04:05.173 PM, Apr 22, 2015",98.2,0.4,8589410304,3421772568
"11:04:06.309 PM, Apr 22, 2015",89.3,0,8589410304,4857659448
"11:04:08.022 PM, Apr 22, 2015",85.2,2,8579448832,3584944232
"11:04:08.220 PM, Apr 22, 2015",0,0,8579448832,3584944232
"11:04:09.439 PM, Apr 22, 2015",92.2,0.5,8560574464,3766978288
"11:04:10.580 PM, Apr 22, 2015",94.7,0.4,8584691712,3584813160
"11:04:11.581 PM, Apr 22, 2015",96.1,0,8584691712,5121067944
"11:04:12.323 PM, Apr 22, 2015",98.3,0.7,8565817344,3603535840
"11:04:13.527 PM, Apr 22, 2015",82.4,1.5,8589934592,3747878328
"11:04:14.723 PM, Apr 22, 2015",96.6,1.8,8589934592,3748484536
"11:04:15.533 PM, Apr 22, 2015",100,0,8589934592,5211420296
"11:04:16.330 PM, Apr 22, 2015",94,0.5,8566865920,4374618712
"11:04:17.507 PM, Apr 22, 2015",98.8,0.3,8589934592,3748320696
"11:04:18.359 PM, Apr 22, 2015",88,0,8589934592,4907220280
"11:04:19.940 PM, Apr 22, 2015",82.2,1.1,8589934592,5501143176
"11:04:20.439 PM, Apr 22, 2015",86.7,4.6,8589934592,3912770312
"11:04:21.840 PM, Apr 22, 2015",78,0.7,8561098752,3940547656
"11:04:22.874 PM, Apr 22, 2015",90.4,0,8561098752,5797949144
"11:04:23.591 PM, Apr 22, 2015",87.7,0.8,8589934592,4342085976
"11:04:24.594 PM, Apr 22, 2015",87.6,0,8589934592,5734834712
"11:04:25.254 PM, Apr 22, 2015",68.5,1.4,8587837440,3993302344
"11:04:26.241 PM, Apr 22, 2015",89.4,0,8587837440,6281246232
"11:04:27.748 PM, Apr 22, 2015",91.6,2.1,8578400256,4209904240
"11:04:28.863 PM, Apr 22, 2015",90.4,0.5,8589934592,4075794520
"11:04:29.609 PM, Apr 22, 2015",92.1,0,8589934592,5325546784
"11:04:30.483 PM, Apr 22, 2015",96.7,0.9,8567390208,4075778136
"11:04:31.254 PM, Apr 22, 2015",76.2,0,8567390208,4978245584
"11:04:32.716 PM, Apr 22, 2015",87.7,1.3,8589934592,5708595544
"11:04:33.171 PM, Apr 22, 2015",98.1,3.9,8589934592,4240620968
"11:04:34.739 PM, Apr 22, 2015",91.8,0.3,8564768768,4783509312
"11:04:35.721 PM, Apr 22, 2015",94.4,0,8564768768,6582880848
"11:04:36.207 PM, Apr 22, 2015",88.8,0.9,8589934592,4815351184
"11:04:37.257 PM, Apr 22, 2015",86.9,0,8589934592,6224541840
"11:04:38.818 PM, Apr 22, 2015",83.4,2.2,8586264576,4403391256
"11:04:39.959 PM, Apr 22, 2015",90.2,0,8586264576,6524940288
"11:04:40.984 PM, Apr 22, 2015",95.2,0.4,8568438784,6209091984
"11:04:41.355 PM, Apr 22, 2015",93.2,1.3,8588886016,4403235608
"11:04:42.533 PM, Apr 22, 2015",90.4,0,8588886016,6379182528
"11:04:43.301 PM, Apr 22, 2015",90.8,0.6,8568963072,4781213496
"11:04:44.399 PM, Apr 22, 2015",79.4,1.9,8589934592,4567996520
"11:04:45.688 PM, Apr 22, 2015",94.9,1.7,8589934592,4568643688
"11:04:46.657 PM, Apr 22, 2015",95.9,0,8589934592,6477109520
"11:04:49.642 PM, Apr 22, 2015",78.2,0.5,8589934592,5591711712
"11:04:50.422 PM, Apr 22, 2015",64.7,0,8589934592,6746741712
"11:04:51.779 PM, Apr 22, 2015",94.1,2.6,8589934592,4733429176
"11:04:52.504 PM, Apr 22, 2015",100,0,8589934592,6011560000
"11:04:53.822 PM, Apr 22, 2015",95.3,0.3,8563195904,6343310608
"11:04:54.400 PM, Apr 22, 2015",88.2,1.1,8589934592,4880963664
"11:04:55.276 PM, Apr 22, 2015",98.5,0,8589934592,6212944280
"11:04:56.187 PM, Apr 22, 2015",72.5,0.6,8569487360,4817756424
"11:04:57.174 PM, Apr 22, 2015",97.5,2,8589934592,4893356808
"11:04:58.280 PM, Apr 22, 2015",93.8,0,8589934592,7152707200
"11:04:59.665 PM, Apr 22, 2015",93.1,2.1,8566865920,4889741832
"11:05:00.659 PM, Apr 22, 2015",92.9,0,8566865920,6585877136
"11:05:01.401 PM, Apr 22, 2015",92.5,0.8,8589410304,5123854680
"11:05:02.318 PM, Apr 22, 2015",31,0,8589410304,5476872576
"11:05:03.228 PM, Apr 22, 2015",12.7,0,8589410304,5507798624
"11:05:04.306 PM, Apr 22, 2015",12.2,0,8589410304,5508068800
"11:05:05.303 PM, Apr 22, 2015",13.1,0,8589410304,5521652904
"11:05:06.228 PM, Apr 22, 2015",12.2,0,8589410304,5537895072
"11:05:07.247 PM, Apr 22, 2015",12.7,0,8589410304,5555223800
"11:05:08.247 PM, Apr 22, 2015",12.5,0,8589410304,5578018688
"11:05:09.249 PM, Apr 22, 2015",12.6,0,8589410304,5593213048
"11:05:10.249 PM, Apr 22, 2015",12.4,0,8589410304,5614302040
"11:05:11.254 PM, Apr 22, 2015",12.6,0,8589410304,5635393184
"11:05:12.248 PM, Apr 22, 2015",12.4,0,8589410304,5681021856
"11:05:13.248 PM, Apr 22, 2015",12.5,0,8589410304,5681284680
"11:05:14.249 PM, Apr 22, 2015",12.6,0,8589410304,5697396480
"11:05:15.249 PM, Apr 22, 2015",12.4,0,8589410304,5713291448
"11:05:16.248 PM, Apr 22, 2015",12.6,0,8589410304,5729191392
"11:05:17.244 PM, Apr 22, 2015",12.3,0,8589410304,5745082296
"11:05:18.246 PM, Apr 22, 2015",12.6,0,8589410304,5800430192
"11:05:19.255 PM, Apr 22, 2015",12.7,0,8589410304,5801269216
"11:05:20.247 PM, Apr 22, 2015",12.4,0,8589410304,5801508256
"11:05:21.208 PM, Apr 22, 2015",12.6,0,8589410304,5817729536
"11:05:22.246 PM, Apr 22, 2015",12.4,0,8589410304,5860525800
"11:05:23.246 PM, Apr 22, 2015",12.4,0,8589410304,5860786192
"11:05:24.248 PM, Apr 22, 2015",12.5,0,8589410304,5903602136
"11:05:25.249 PM, Apr 22, 2015",12.4,0,8589410304,5903845616
"11:05:26.262 PM, Apr 22, 2015",12.7,0,8589410304,5904085544
"11:05:27.205 PM, Apr 22, 2015",12.4,0,8589410304,5921238480
"11:05:28.254 PM, Apr 22, 2015",12.6,0,8589410304,5940765136
"11:05:29.251 PM, Apr 22, 2015",12.4,0,8589410304,5977028672
"11:05:30.250 PM, Apr 22, 2015",12.4,0,8589410304,5977276512
"11:05:31.247 PM, Apr 22, 2015",12.5,0,8589410304,6030489600
"11:05:32.251 PM, Apr 22, 2015",12.6,0,8589410304,6032161024
"11:05:33.248 PM, Apr 22, 2015",12.4,0,8589410304,6032409432
"11:05:34.251 PM, Apr 22, 2015",12.7,0,8589410304,6085629376
"11:05:35.249 PM, Apr 22, 2015",12.4,0,8589410304,6085865016
"11:05:36.254 PM, Apr 22, 2015",12.6,0,8589410304,6086097856
"11:05:37.205 PM, Apr 22, 2015",12.4,0,8589410304,6102172008
"11:05:38.181 PM, Apr 22, 2015",12.8,0,8589410304,6197602160
"11:05:39.249 PM, Apr 22, 2015",12.8,0,8589410304,6197887248
"11:05:40.250 PM, Apr 22, 2015",12.4,0,8589410304,6198122600
"11:05:41.205 PM, Apr 22, 2015",12.6,0,8589410304,6198329200
"11:05:42.178 PM, Apr 22, 2015",12.2,0,8589410304,6198564128
"11:05:43.367 PM, Apr 22, 2015",34.9,8.6,8589934592,974090832
"11:05:45.737 PM, Apr 22, 2015",8.7,0,8589934592,1185282344
"11:05:45.828 PM, Apr 22, 2015",0,0,8589934592,1185282344
"11:05:46.178 PM, Apr 22, 2015",95,0,8589934592,2004192360
"11:05:47.275 PM, Apr 22, 2015",94.3,0.1,8589934592,1938800800
"11:05:48.179 PM, Apr 22, 2015",91.7,0.5,8561623040,1302269144
"11:05:49.179 PM, Apr 22, 2015",93.9,0,8561623040,3220993504
"11:05:50.179 PM, Apr 22, 2015",93.6,0,8589934592,2227071640
"11:05:51.179 PM, Apr 22, 2015",73.8,1.1,8589934592,1012223320
"11:05:52.355 PM, Apr 22, 2015",90.3,1.6,8588886016,1074797256
"11:05:53.451 PM, Apr 22, 2015",91,0,8588886016,3171242712
"11:05:54.533 PM, Apr 22, 2015",94.4,0.2,8572633088,2861175136
"11:05:55.180 PM, Apr 22, 2015",88.6,0.1,8587837440,1548557096
"11:05:56.180 PM, Apr 22, 2015",91.2,0,8587837440,3046218336
"11:05:57.180 PM, Apr 22, 2015",76.2,0.1,8570011648,1888950320
"11:05:58.180 PM, Apr 22, 2015",91.1,2,8589934592,1582980112
"11:05:59.181 PM, Apr 22, 2015",92.3,2.1,8589934592,1237272600
"11:06:00.449 PM, Apr 22, 2015",96.7,0,8589934592,3663035800
"11:06:01.317 PM, Apr 22, 2015",87.8,0.1,8581021696,2814201856
"11:06:02.180 PM, Apr 22, 2015",95.7,0.2,8589934592,1624902720
"11:06:03.180 PM, Apr 22, 2015",81.2,0,8589934592,3219927968
"11:06:04.180 PM, Apr 22, 2015",94.2,1.8,8589934592,2930420960
"11:06:05.458 PM, Apr 22, 2015",85.2,1.5,8589934592,3203831384
"11:06:06.181 PM, Apr 22, 2015",100,0.3,8564244480,1963001264
"11:06:07.206 PM, Apr 22, 2015",96,0.1,8589934592,1400182120
"11:06:08.181 PM, Apr 22, 2015",91.3,0,8589934592,2862050752
"11:06:09.181 PM, Apr 22, 2015",80.7,1.2,8589934592,1909160432
"11:06:10.181 PM, Apr 22, 2015",96.7,2,8589934592,1563804344
"11:06:11.181 PM, Apr 22, 2015",92.5,0,8589934592,3659516416
"11:06:12.181 PM, Apr 22, 2015",98.6,0.3,8573157376,3249321840
"11:06:13.195 PM, Apr 22, 2015",87.9,0.1,8589934592,2641632232
"11:06:14.182 PM, Apr 22, 2015",95.4,0.1,8570011648,1563697848
"11:06:15.182 PM, Apr 22, 2015",75.9,0,8570011648,3227685128
"11:06:16.438 PM, Apr 22, 2015",92.8,1.7,8589934592,3336033512
"11:06:17.182 PM, Apr 22, 2015",89.8,3.1,8589934592,2135191896
"11:06:18.182 PM, Apr 22, 2015",98.6,0.2,8568438784,1745637464
"11:06:19.182 PM, Apr 22, 2015",95.1,0,8568438784,3687211088
"11:06:20.182 PM, Apr 22, 2015",92,0.3,8588361728,2663420704
"11:06:21.182 PM, Apr 22, 2015",69.9,1.4,8589934592,1857303704
"11:06:22.371 PM, Apr 22, 2015",95.4,1.7,8584167424,2067641520
"11:06:23.545 PM, Apr 22, 2015",98,0,8584167424,4155166352
"11:06:24.183 PM, Apr 22, 2015",91.5,0.4,8563720192,3076392544
"11:06:25.183 PM, Apr 22, 2015",93.1,0.3,8589934592,2443505896
"11:06:26.183 PM, Apr 22, 2015",94.5,0,8589934592,3976572272
"11:06:27.183 PM, Apr 22, 2015",77.5,0.2,8569487360,3335205184
"11:06:28.633 PM, Apr 22, 2015",84.4,1.2,8589934592,4353015184
"11:06:29.188 PM, Apr 22, 2015",100,5.8,8589934592,2289579096
"11:06:30.354 PM, Apr 22, 2015",95.2,0.2,8579448832,2292325352
"11:06:31.220 PM, Apr 22, 2015",92.5,0,8579448832,3799838880
"11:06:32.183 PM, Apr 22, 2015",89,0.2,8589934592,2786481824
"11:06:33.184 PM, Apr 22, 2015",77.6,1.6,8589934592,2223675800
"11:06:34.184 PM, Apr 22, 2015",93.4,0,8589934592,4346429128
"11:06:35.184 PM, Apr 22, 2015",94.6,2.3,8589934592,3696819232
"11:06:36.383 PM, Apr 22, 2015",97.6,0.2,8571060224,3693704672
"11:06:37.184 PM, Apr 22, 2015",94.8,0.4,8589934592,2631688328
"11:06:38.184 PM, Apr 22, 2015",92.1,0,8589934592,4110422176
"11:06:39.184 PM, Apr 22, 2015",80.1,1.2,8589934592,3511662096
"11:06:40.184 PM, Apr 22, 2015",91.2,2.3,8588361728,2886667504
"11:06:41.207 PM, Apr 22, 2015",93.7,0.4,8570535936,2568324680
"11:06:42.274 PM, Apr 22, 2015",91.1,0.3,8589934592,2383914312
"11:06:43.185 PM, Apr 22, 2015",95.5,0,8589934592,3995119160
"11:06:44.185 PM, Apr 22, 2015",88.2,0.3,8568438784,2893781864
"11:06:45.264 PM, Apr 22, 2015",87,1.9,8589934592,2575118408
"11:06:46.366 PM, Apr 22, 2015",94.7,1.8,8589934592,2548855448
"11:06:47.185 PM, Apr 22, 2015",96,0,8589934592,4154198064
"11:06:48.382 PM, Apr 22, 2015",95.9,0.2,8566865920,4224651392
"11:06:49.185 PM, Apr 22, 2015",94.4,0.4,8589410304,3008427208
"11:06:50.185 PM, Apr 22, 2015",74.9,0,8589410304,4376897400
"11:06:51.435 PM, Apr 22, 2015",95.8,1.1,8589934592,4863627528
"11:06:52.701 PM, Apr 22, 2015",95.6,1.6,8583118848,4971205672
"11:06:53.186 PM, Apr 22, 2015",89.5,0.9,8564768768,3550871896
"11:06:54.186 PM, Apr 22, 2015",94.1,0.4,8589410304,3010298480
"11:06:55.186 PM, Apr 22, 2015",97,0,8589410304,4566639864
"11:06:56.186 PM, Apr 22, 2015",24.4,0,8589410304,4920151464
"11:06:57.186 PM, Apr 22, 2015",12.8,0,8589410304,4920431328
"11:06:58.186 PM, Apr 22, 2015",13.2,0,8589410304,4920660976
"11:06:59.186 PM, Apr 22, 2015",12.5,0,8589410304,4920919936
"11:07:00.186 PM, Apr 22, 2015",12.8,0,8589410304,4921174192
"11:07:01.187 PM, Apr 22, 2015",17.2,0.6,8589934592,3087457344
"11:07:02.187 PM, Apr 22, 2015",12.3,0,8589934592,3841348928
"11:07:03.187 PM, Apr 22, 2015",12.4,0,8589934592,4596347672
"11:07:04.187 PM, Apr 22, 2015",15.5,0.6,8589934592,2914695936
"11:07:05.187 PM, Apr 22, 2015",12.8,0,8589934592,3627518968
"11:07:06.187 PM, Apr 22, 2015",12.3,0,8589934592,4375549704
"11:07:07.187 PM, Apr 22, 2015",12.2,0,8589934592,5116078424
"11:07:08.187 PM, Apr 22, 2015",16.7,0.6,8589934592,3342565896
"11:07:09.187 PM, Apr 22, 2015",12.2,0,8589934592,4083671584
"11:07:10.187 PM, Apr 22, 2015",12.3,0,8589934592,4838459528
"11:07:11.188 PM, Apr 22, 2015",16.9,0.7,8589934592,3084170656
"11:07:12.188 PM, Apr 22, 2015",12.3,0,8589934592,3804847096
"11:07:13.188 PM, Apr 22, 2015",12.3,0,8589934592,4499742184
"11:07:14.188 PM, Apr 22, 2015",13.4,0,8589934592,4513191584
"11:07:15.188 PM, Apr 22, 2015",12.4,0,8589934592,4521657920
"11:07:16.188 PM, Apr 22, 2015",12.5,0,8589934592,4537926792
"11:07:17.188 PM, Apr 22, 2015",12.6,0,8589934592,4553469368
"11:07:18.188 PM, Apr 22, 2015",12.4,0,8589934592,4578062744
"11:07:19.188 PM, Apr 22, 2015",12.6,0,8589934592,4590971440
"11:07:20.189 PM, Apr 22, 2015",12.4,0,8589934592,4614331864
"11:07:21.189 PM, Apr 22, 2015",12.4,0,8589934592,4635447808
